Year,Period of coverage,Breakdown,Level,Level description,Condition,General population mortality rate,Mental health DSR,Mental health lower CI,Mental health upper CI,Indicator value,SMR lower CI,SMR upper CI,MH deaths (numerator MH mortality rate and SMR),Expected (denominator SMR),MH population (denominator MH mortality rate),General population deaths,General population
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000011,East Sussex,Liver disease,20.8,75.3,56.6,98.1,316.5,240.4,409.2,58,18.3,"95,579",300,"1,440,600"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000010,Enfield,Liver disease,16.7,43.7,24.8,71.2,236.8,135.3,384.5,16,6.8,"36,216",143,"855,200"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000012,Essex,Liver disease,17.2,84.3,69.2,101.7,378.4,312.2,454.6,114,30.1,"157,976",669,"3,899,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000020,Gateshead,Liver disease,30.4,90.9,55.9,139.4,389,240.8,594.6,21,5.4,"23,436",173,"569,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000013,Gloucestershire,Liver disease,20.4,78.9,58.8,103.6,353.8,265.8,461.6,54,15.3,"84,735",344,"1,683,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000011,Greenwich,Liver disease,19.3,82.6,57.2,115.3,494.6,344.5,687.8,35,7.1,"41,192",138,"715,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000012,Hackney,Liver disease,16.5,57.1,37.7,82.9,418.5,278.1,604.8,28,6.7,"40,856",119,"720,900"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000006,Halton,Liver disease,32.1,198.7,137.4,277.3,945,661.9,"1,308.30",36,3.8,"19,312",114,"355,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000013,Hammersmith and Fulham,Liver disease,21.6,63.6,39.9,96,472.6,299.6,709.1,23,4.9,"26,797",122,"564,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000014,Hampshire,Liver disease,14.9,73.2,57.1,92.3,322.2,252.5,405.1,73,22.7,"121,289",547,"3,683,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000014,Haringey,Liver disease,18.4,60.8,39.9,88.8,392.3,258.5,570.8,27,6.9,"38,822",138,"748,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000015,Harrow,Liver disease,15,28.8,12.2,57.1,152.2,65.7,300,8,5.3,"26,879",101,"671,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000001,Hartlepool,Liver disease,32.4,96.4,45.7,178.1,455.2,218.3,837,10,2.2,"10,933",83,"256,200"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000016,Havering,Liver disease,18,68.3,40.3,108.2,361.4,214.2,571.2,18,5,"26,409",118,"657,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000019,"Herefordshire, County of",Liver disease,15.9,89.7,49.3,149.3,393.7,220.4,649.3,15,3.8,"18,554",82,"515,600"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000015,Hertfordshire,Liver disease,16.1,119.9,96.9,146.7,561.2,454.6,685.3,96,17.1,"86,340",498,"3,099,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000017,Hillingdon,Liver disease,18.8,36.8,18.7,64.7,194,100.3,339,12,6.2,"34,655",144,"767,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000018,Hounslow,Liver disease,20.6,92.1,60.3,134.4,544.2,358.6,791.7,27,5,"27,276",150,"729,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000046,Isle of Wight,Liver disease,20,29.3,11.2,61.5,107.6,43.3,221.7,7,6.5,"26,317",77,"385,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000053,Isles of Scilly,Liver disease,*,*,*,*,*,*,*,*,*,104,2,"6,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000019,Islington,Liver disease,19.2,69.2,45.9,100.1,486.3,325.7,698.4,29,6,"33,275",122,"636,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000020,Kensington and Chelsea,Liver disease,18.8,67.8,38.4,110.6,388,221.8,630.1,16,4.1,"20,220",93,"494,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000016,Kent,Liver disease,18.4,71.4,58.1,86.9,316.9,258.6,384.3,103,32.5,"167,560",746,"4,048,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000010,"Kingston upon Hull, City of",Liver disease,27.3,110.4,79.6,148.9,606.5,442.4,811.6,45,7.4,"45,699",201,"736,900"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000021,Kingston upon Thames,Liver disease,16.6,133.7,82.4,204.9,729.4,451.5,"1,115.00",21,2.9,"15,485",77,"465,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000034,Kirklees,Liver disease,25,84.6,59.5,116.6,410.7,290.6,563.7,38,9.3,"48,956",295,"1,178,900"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000011,Knowsley,Liver disease,33,118.4,76.8,174.3,572.3,373.9,838.6,26,4.5,"22,052",135,"409,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000022,Lambeth,Liver disease,18,61.8,45.1,82.6,421,310.4,558.2,48,11.4,"60,687",166,"923,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000017,Lancashire,Liver disease,27.7,84.8,72.1,99,400.5,342.7,465.3,171,42.7,"233,658",918,"3,311,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000035,Leeds,Liver disease,21.9,81.3,63.6,102.4,428.4,336.4,537.8,74,17.3,"90,714",474,"2,168,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000016,Leicester,Liver disease,24.3,114.5,87.8,146.6,682.1,525.3,871.1,64,9.4,"50,925",224,"923,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000018,Leicestershire,Liver disease,19,128.4,101.9,159.4,590.7,471.2,731.3,84,14.2,"71,149",350,"1,846,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000023,Lewisham,Liver disease,17.4,58.4,40.6,81.3,378.7,263.7,526.6,35,9.2,"51,145",139,"798,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000019,Lincolnshire,Liver disease,20.6,69.1,54.9,85.7,306.4,245.7,377.5,88,28.7,"149,944",417,"2,023,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000012,Liverpool,Liver disease,35.1,147,121.4,176.3,843.5,699.4,"1,008.70",120,14.2,"70,433",481,"1,371,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000032,Luton,Liver disease,17.7,59.7,30.7,104.4,327.9,169.4,572.8,12,3.7,"19,268",98,"552,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000003,Manchester,Liver disease,31.1,109.5,89.7,132.3,758.4,622.7,914.9,109,14.4,"78,434",456,"1,468,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000035,Medway,Liver disease,20.9,67.3,41.5,103.1,368.2,227.9,562.8,21,5.7,"31,576",156,"746,600"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000024,Merton,Liver disease,11.7,78.4,43.6,129.7,452.3,253.1,745.9,15,3.3,"17,770",68,"581,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000002,Middlesbrough,Liver disease,30.1,105.4,65.2,160.6,478.8,300.1,724.9,22,4.6,"25,721",116,"385,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000042,Milton Keynes,Liver disease,15.5,26.8,9.6,58.9,142.9,52.5,311.1,6,4.2,"24,019",108,"695,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000021,Newcastle upon Tyne,Liver disease,24,109.3,82,142.6,643.6,484.8,837.7,55,8.5,"42,450",196,"817,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000025,Newham,Liver disease,17,48.3,31.2,71.4,359.3,232.5,530.4,25,7,"41,481",147,"863,200"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000020,Norfolk,Liver disease,16.6,90.5,68.9,116.7,373.5,286.4,478.8,62,16.6,"85,030",399,"2,408,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000012,North East Lincolnshire,Liver disease,25.8,94.7,52.3,157.3,421.2,235.7,694.7,15,3.6,"18,599",115,"445,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000013,North Lincolnshire,Liver disease,23.5,101.3,54.7,171.1,431,235.6,723.2,14,3.2,"15,834",111,"471,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000024,North Somerset,Liver disease,19.9,155.8,96.3,237.7,640.5,401.4,969.8,22,3.4,"16,893",112,"563,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000022,North Tyneside,Liver disease,26.9,206.6,150.2,276.9,961.2,703.7,"1,282.10",46,4.8,"24,432",154,"571,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000023,North Yorkshire,Liver disease,19.2,103,78.3,132.9,431.6,330.9,553.3,62,14.4,"70,269",324,"1,690,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000021,Northamptonshire,Liver disease,21.5,114.2,87.9,145.8,551.7,426.7,701.9,66,12,"63,259",419,"1,951,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000048,Northumberland,Liver disease,26.4,102.1,75.9,134,474.9,358.7,616.7,56,11.8,"60,842",238,"900,700"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000018,Nottingham,Liver disease,26.1,109.2,80.9,144.1,712.8,530.7,937.2,51,7.2,"42,838",232,"887,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000024,Nottinghamshire,Liver disease,22.5,112.3,90.8,137.4,535.7,435.4,652.2,99,18.5,"97,966",501,"2,231,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000004,Oldham,Liver disease,30.5,175.4,131.8,228.6,891.6,675.3,"1,155.10",57,6.4,"34,207",187,"612,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000025,Oxfordshire,Liver disease,15,100.3,74.4,132.1,491.9,367.4,645,52,10.6,"60,058",279,"1,860,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000031,Peterborough,Liver disease,19.3,81.2,46.7,130.8,439.7,256.1,703.9,17,3.9,"22,900",98,"508,200"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000026,Plymouth,Liver disease,19.2,82.3,51.7,124.2,402.8,255.3,604.4,23,5.7,"31,355",142,"740,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000029,Poole,Liver disease,22.9,99.8,52.5,171.7,422.4,224.9,722.4,13,3.1,"16,681",94,"410,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000044,Portsmouth,Liver disease,23.3,116.4,80.3,163.2,662.4,458.7,925.7,34,5.1,"26,708",138,"591,900"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000038,Reading,Liver disease,19.7,70.7,38.4,119,404.7,221.2,679,14,3.5,"19,823",89,"451,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000026,Redbridge,Liver disease,18.2,89.1,59,129.1,474.8,315.5,686.3,28,5.9,"33,058",139,"765,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000003,Redcar and Cleveland,Liver disease,25.4,101.3,57.2,164.6,480.6,280,769.5,17,3.5,"18,222",97,"382,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000027,Richmond upon Thames,Liver disease,18.1,124.7,77,191,611.6,378.6,934.9,21,3.4,"17,450",97,"536,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000005,Rochdale,Liver disease,35.9,116.8,77.9,167.9,561.2,378.7,801.2,30,5.3,"27,211",210,"585,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000018,Rotherham,Liver disease,23.7,145.4,107.7,191.9,701.7,524,920.1,52,7.4,"36,555",172,"724,200"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000017,Rutland,Liver disease,*,*,*,*,*,*,*,*,*,"4,154",7,"103,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000006,Salford,Liver disease,30.1,88.7,59.4,127.2,456.4,307.9,651.5,30,6.6,"32,670",201,"667,600"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000028,Sandwell,Liver disease,33.2,127,94.2,167.4,636.4,473.8,836.7,51,8,"42,951",280,"842,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000014,Sefton,Liver disease,35.4,143.9,105.7,191.1,630.9,466.7,834,49,7.8,"35,772",271,"765,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000019,Sheffield,Liver disease,19.3,103.1,80.1,130.5,564.5,440.9,712.1,71,12.6,"65,660",304,"1,575,900"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000051,Shropshire,Liver disease,19.2,100.3,66,145.9,440.1,292.5,636.1,28,6.4,"30,266",165,"861,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000039,Slough,Liver disease,20.3,158,99.9,237.3,944.5,598.7,"1,417.20",23,2.4,"13,606",78,"383,900"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000029,Solihull,Liver disease,19.3,119,72.9,182.8,526.4,325.8,804.6,21,4,"19,389",110,"569,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000027,Somerset,Liver disease,18.2,96.7,70.5,129.2,417.8,307,555.6,47,11.2,"55,567",268,"1,469,700"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000025,South Gloucestershire,Liver disease,15.1,122.3,70.1,197.4,543.5,316.6,870.3,17,3.1,"17,880",112,"742,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000023,South Tyneside,Liver disease,32.6,134,80.9,208.2,546.8,334,844.6,20,3.7,"17,406",137,"420,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000045,Southampton,Liver disease,20,67.3,41.9,102.3,428.4,268.5,648.7,22,5.1,"28,874",139,"693,600"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000033,Southend-on-Sea,Liver disease,22.5,85.8,53.1,130.9,416.8,261.2,631.1,22,5.3,"27,585",108,"479,600"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000028,Southwark,Liver disease,20.8,73,54,96.3,491,366.7,643.8,52,10.6,"58,329",181,"868,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000013,St. Helens,Liver disease,40,172.4,118.5,242.1,793.4,549.5,"1,108.70",34,4.3,"20,826",200,"500,200"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000028,Staffordshire,Liver disease,20.7,101.4,82.4,123.4,451.5,368.9,547.1,104,23,"123,553",502,"2,425,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000007,Stockport,Liver disease,31.3,204.1,160.5,255.5,950.3,752.4,"1,184.40",79,8.3,"42,429",248,"791,700"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000004,Stockton-on-Tees,Liver disease,23.3,82.5,45.6,136.9,371.3,207.8,612.5,15,4,"20,426",126,"540,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000021,Stoke-on-Trent,Liver disease,27,126.5,92.9,168.3,658.3,485.4,872.8,48,7.3,"38,579",190,"702,500"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000029,Suffolk,Liver disease,16.1,120.3,90.5,156.6,478.8,362.6,620.3,57,11.9,"63,134",326,"2,022,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000024,Sunderland,Liver disease,28.9,85.8,59.2,120,409.2,285,569.1,35,8.6,"44,621",230,"794,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000030,Surrey,Liver disease,15.6,79.4,60.7,102.1,360.7,276.5,462.4,62,17.2,"83,878",491,"3,149,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000029,Sutton,Liver disease,15.5,136.7,85.2,207.8,662.3,415,"1,002.70",22,3.3,"17,129",83,"535,600"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000030,Swindon,Liver disease,17,51.5,22.2,101.6,245.1,105.8,482.9,8,3.3,"16,332",101,"593,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000008,Tameside,Liver disease,34.1,236.2,180.2,303.8,"1,114.20",856.2,"1,425.50",63,5.7,"29,233",212,"621,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000020,Telford and Wrekin,Liver disease,26.4,85.8,46.5,144.7,395,215.9,662.7,14,3.5,"18,804",124,"469,200"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000034,Thurrock,Liver disease,13.2,66.4,34.1,116.5,338.9,175.1,592,12,3.5,"19,158",58,"439,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000027,Torbay,Liver disease,29.7,68.8,36.7,116.1,321,179.7,529.4,15,4.7,"24,510",108,"364,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000030,Tower Hamlets,Liver disease,16.6,51.1,33.8,74.1,446.8,296.9,645.8,28,6.3,"40,483",126,"757,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000009,Trafford,Liver disease,23.3,67.1,33.9,118.3,329.4,170.2,575.4,12,3.6,"17,351",146,"626,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000036,Wakefield,Liver disease,22.9,93,63.1,131.9,435.6,298,615,32,7.3,"36,471",213,"930,300"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E08000030,Walsall,Liver disease,25.3,59.8,39.7,86.3,281,189.6,401.1,30,10.7,"61,496",186,"735,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000031,Waltham Forest,Liver disease,16.4,64.2,42.1,93.8,404,266.2,587.8,27,6.7,"39,467",120,"731,800"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E09000032,Wandsworth,Liver disease,12.9,76.4,50,111.3,472.1,316.2,678,29,6.1,"33,695",122,"946,400"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000007,Warrington,Liver disease,26.6,110.4,72.1,161.4,543.7,358.3,791.1,27,5,"26,317",153,"576,000"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E10000031,Warwickshire,Liver disease,20.3,115.9,88.3,149.3,517.9,397,663.9,62,12,"61,083",315,"1,552,100"
2009/10 to 2012/13,Deaths: 1/4/2009 to 31/3/2013; In contact with secondary mental health services: 1/4/2007 to 31/3/2013,Upper tier local authority,E06000037,West Berkshire,Liver disease,13.2,78.4,38.4,141.3,369,184.2,660.3,11,3,"15,589",57,"431,600"
